	premise	hypothesis	insertion_pair	X_grammar	Y_grammar	insertion_rel	source	context_monotonicity	context	gold_label	model_predictions	composite
37	there is no room for further improvement in this woman .	there is no room for further improvement in this adult .	 woman,  adult	s	s	leq	help-test-contexts	down	There is no room for further improvement in this x .	non-entailment	1	3
38	there is no room for further improvement in this creature .	there is no room for further improvement in this vehicle .	 creature,  vehicle	s	s	none	help-test-contexts	down	There is no room for further improvement in this x .	non-entailment	2	5
39	there is no room for further improvement in this meat .	there is no room for further improvement in this fruit .	 meat,  fruit	m	m	none	help-test-contexts	down	There is no room for further improvement in this x .	non-entailment	2	5
40	there is no room for further improvement in this sleet .	there is no room for further improvement in this weather .	 sleet,  weather	m	m	leq	help-test-contexts	down	There is no room for further improvement in this x .	non-entailment	2	3
42	there is no room for further improvement in this meat .	there is no room for further improvement in this food .	 meat,  food	m	m	leq	help-test-contexts	down	There is no room for further improvement in this x .	non-entailment	2	3
43	there is no room for further improvement in this court .	there is no room for further improvement in this building .	 court,  building	s	s	leq	help-test-contexts	down	There is no room for further improvement in this x .	non-entailment	2	3
44	there is no room for further improvement in this pasta .	there is no room for further improvement in this weather .	 pasta,  weather	m	m	none	help-test-contexts	down	There is no room for further improvement in this x .	non-entailment	1	5
0	there is no room for further improvement in this food .	there is no room for further improvement in this fruit .	 food,  fruit	m	m	geq	help-test-contexts	down	There is no room for further improvement in this x .	entailment	2	1
2	there is no room for further improvement in this building .	there is no room for further improvement in this hospital .	 building,  hospital	s	s	geq	help-test-contexts	down	There is no room for further improvement in this x .	entailment	2	1
3	there is no room for further improvement in this food .	there is no room for further improvement in this rap .	 food,  rap	m	m	none	help-test-contexts	down	There is no room for further improvement in this x .	non-entailment	2	5
4	there is no room for further improvement in this dog .	there is no room for further improvement in this hound .	 dog,  hound	s	s	geq	help-test-contexts	down	There is no room for further improvement in this x .	entailment	2	1
5	there is no room for further improvement in this vegetable .	there is no room for further improvement in this potato .	 vegetable,  potato	s	s	geq	help-test-contexts	down	There is no room for further improvement in this x .	entailment	2	1
6	there is no room for further improvement in this fruit .	there is no room for further improvement in this watermelon .	 fruit,  watermelon	s	s	geq	help-test-contexts	down	There is no room for further improvement in this x .	entailment	2	1
7	there is no room for further improvement in this music .	there is no room for further improvement in this rap .	 music,  rap	m	m	geq	help-test-contexts	down	There is no room for further improvement in this x .	entailment	1	1
8	there is no room for further improvement in this woman .	there is no room for further improvement in this lass .	 woman,  lass	s	s	geq	help-test-contexts	down	There is no room for further improvement in this x .	entailment	1	1
9	there is no room for further improvement in this man .	there is no room for further improvement in this person .	 man,  person	s	s	leq	help-test-contexts	down	There is no room for further improvement in this x .	non-entailment	2	3
10	there is no room for further improvement in this meat .	there is no room for further improvement in this pork .	 meat,  pork	m	m	geq	help-test-contexts	down	There is no room for further improvement in this x .	entailment	1	1
11	there is no room for further improvement in this sugar .	there is no room for further improvement in this brown sugar .	 sugar,  brown sugar	m	m	geq	help-test-contexts	down	There is no room for further improvement in this x .	entailment	1	1
16	there is no room for further improvement in this tree .	there is no room for further improvement in this plant .	 tree,  plant	s	s	geq	help-test-contexts	down	There is no room for further improvement in this x .	entailment	2	1
17	there is no room for further improvement in this pie .	there is no room for further improvement in this apple pie .	 pie,  apple pie	m	m	geq	help-test-contexts	down	There is no room for further improvement in this x .	entailment	1	1
18	there is no room for further improvement in this person .	there is no room for further improvement in this child .	 person,  child	s	s	geq	help-test-contexts	down	There is no room for further improvement in this x .	entailment	2	1
19	there is no room for further improvement in this building .	there is no room for further improvement in this palace .	 building,  palace	s	s	geq	help-test-contexts	down	There is no room for further improvement in this x .	entailment	2	1
20	there is no room for further improvement in this weather .	there is no room for further improvement in this snow .	 weather,  snow	m	m	geq	help-test-contexts	down	There is no room for further improvement in this x .	entailment	2	1
21	there is no room for further improvement in this tree .	there is no room for further improvement in this oak .	 tree,  oak	s	s	geq	help-test-contexts	down	There is no room for further improvement in this x .	entailment	2	1
22	there is no room for further improvement in this building .	there is no room for further improvement in this club .	 building,  club	s	s	geq	help-test-contexts	down	There is no room for further improvement in this x .	entailment	1	1
23	there is no room for further improvement in this vehicle .	there is no room for further improvement in this building .	 vehicle,  building	s	s	none	help-test-contexts	down	There is no room for further improvement in this x .	non-entailment	2	5
24	there is no room for further improvement in this building .	there is no room for further improvement in this library .	 building,  library	s	s	geq	help-test-contexts	down	There is no room for further improvement in this x .	entailment	2	1
27	there is no room for further improvement in this woman .	there is no room for further improvement in this wife .	 woman,  wife	s	s	geq	help-test-contexts	down	There is no room for further improvement in this x .	entailment	2	1
28	there is no room for further improvement in this weather .	there is no room for further improvement in this rain .	 weather,  rain	m	m	geq	help-test-contexts	down	There is no room for further improvement in this x .	entailment	2	1
29	there is no room for further improvement in this food .	there is no room for further improvement in this pasta .	 food,  pasta	m	m	geq	help-test-contexts	down	There is no room for further improvement in this x .	entailment	2	1
31	there is no room for further improvement in this person .	there is no room for further improvement in this girl .	 person,  girl	s	s	geq	help-test-contexts	down	There is no room for further improvement in this x .	entailment	1	1
32	there is no room for further improvement in this hound .	there is no room for further improvement in this dog .	 hound,  dog	s	s	geq	help-test-contexts	down	There is no room for further improvement in this x .	entailment	2	1
33	there is no room for further improvement in this vegetable .	there is no room for further improvement in this tomato .	 vegetable,  tomato	s	s	geq	help-test-contexts	down	There is no room for further improvement in this x .	entailment	2	1
34	there is no room for further improvement in this tree .	there is no room for further improvement in this cherry tree .	 tree,  cherry tree	s	s	geq	help-test-contexts	down	There is no room for further improvement in this x .	entailment	2	1
35	there is no room for further improvement in this music .	there is no room for further improvement in this swing .	 music,  swing	m	m	geq	help-test-contexts	down	There is no room for further improvement in this x .	entailment	2	1
37	there is no room for further improvement in this adult .	there is no room for further improvement in this woman .	 adult,  woman	s	s	geq	help-test-contexts	down	There is no room for further improvement in this x .	entailment	1	1
38	there is no room for further improvement in this vehicle .	there is no room for further improvement in this creature .	 vehicle,  creature	s	s	none	help-test-contexts	down	There is no room for further improvement in this x .	non-entailment	2	5
39	there is no room for further improvement in this fruit .	there is no room for further improvement in this meat .	 fruit,  meat	m	m	none	help-test-contexts	down	There is no room for further improvement in this x .	non-entailment	2	5
40	there is no room for further improvement in this weather .	there is no room for further improvement in this sleet .	 weather,  sleet	m	m	geq	help-test-contexts	down	There is no room for further improvement in this x .	entailment	2	1
42	there is no room for further improvement in this food .	there is no room for further improvement in this meat .	 food,  meat	m	m	geq	help-test-contexts	down	There is no room for further improvement in this x .	entailment	2	1
43	there is no room for further improvement in this building .	there is no room for further improvement in this court .	 building,  court	s	s	geq	help-test-contexts	down	There is no room for further improvement in this x .	entailment	2	1
44	there is no room for further improvement in this weather .	there is no room for further improvement in this pasta .	 weather,  pasta	m	m	none	help-test-contexts	down	There is no room for further improvement in this x .	non-entailment	1	5
0	tom isn ' t very good at fruit .	tom isn ' t very good at food .	 fruit,  food	m	m	leq	MED	down	Tom isn't very good at x.	non-entailment	1	3
1	tom isn ' t very good at oysters .	tom isn ' t very good at seafood .	 oysters,  seafood	p	m	leq	MED	down	Tom isn't very good at x.	non-entailment	1	3
3	tom isn ' t very good at rap .	tom isn ' t very good at food .	 rap,  food	m	m	none	MED	down	Tom isn't very good at x.	non-entailment	1	5
7	tom isn ' t very good at rap .	tom isn ' t very good at music .	 rap,  music	m	m	leq	MED	down	Tom isn't very good at x.	non-entailment	1	3
10	tom isn ' t very good at pork .	tom isn ' t very good at meat .	 pork,  meat	m	m	leq	MED	down	Tom isn't very good at x.	non-entailment	1	3
11	tom isn ' t very good at brown sugar .	tom isn ' t very good at sugar .	 brown sugar,  sugar	m	m	leq	MED	down	Tom isn't very good at x.	non-entailment	1	3
12	tom isn ' t very good at mittens .	tom isn ' t very good at food .	 mittens,  food	p	m	none	MED	down	Tom isn't very good at x.	non-entailment	1	5
13	tom isn ' t very good at peaches .	tom isn ' t very good at clothes .	 peaches,  clothes	p	p	none	MED	down	Tom isn't very good at x.	non-entailment	1	5
14	tom isn ' t very good at women .	tom isn ' t very good at people .	 women,  people	p	p	leq	MED	down	Tom isn't very good at x.	non-entailment	1	3
15	tom isn ' t very good at hats .	tom isn ' t very good at food .	 hats,  food	p	m	none	MED	down	Tom isn't very good at x.	non-entailment	2	5
17	tom isn ' t very good at apple pie .	tom isn ' t very good at pie .	 apple pie,  pie	m	m	leq	MED	down	Tom isn't very good at x.	non-entailment	1	3
20	tom isn ' t very good at snow .	tom isn ' t very good at weather .	 snow,  weather	m	m	leq	MED	down	Tom isn't very good at x.	non-entailment	1	3
25	tom isn ' t very good at files .	tom isn ' t very good at things .	 files,  things	p	p	leq	MED	down	Tom isn't very good at x.	non-entailment	1	3
26	tom isn ' t very good at shoes .	tom isn ' t very good at clothes .	 shoes,  clothes	p	p	leq	MED	down	Tom isn't very good at x.	non-entailment	1	3
28	tom isn ' t very good at rain .	tom isn ' t very good at weather .	 rain,  weather	m	m	leq	MED	down	Tom isn't very good at x.	non-entailment	1	3
29	tom isn ' t very good at pasta .	tom isn ' t very good at food .	 pasta,  food	m	m	leq	MED	down	Tom isn't very good at x.	non-entailment	1	3
30	tom isn ' t very good at apples .	tom isn ' t very good at fruit .	 apples,  fruit	p	m	leq	MED	down	Tom isn't very good at x.	non-entailment	1	3
35	tom isn ' t very good at swing .	tom isn ' t very good at music .	 swing,  music	m	m	leq	MED	down	Tom isn't very good at x.	non-entailment	1	3
36	tom isn ' t very good at first - year students .	tom isn ' t very good at students .	 first-year students,  students	p	p	leq	MED	down	Tom isn't very good at x.	non-entailment	1	3
39	tom isn ' t very good at meat .	tom isn ' t very good at fruit .	 meat,  fruit	m	m	none	MED	down	Tom isn't very good at x.	non-entailment	2	5
40	tom isn ' t very good at sleet .	tom isn ' t very good at weather .	 sleet,  weather	m	m	leq	MED	down	Tom isn't very good at x.	non-entailment	1	3
41	tom isn ' t very good at sausages .	tom isn ' t very good at fruit .	 sausages,  fruit	p	m	none	MED	down	Tom isn't very good at x.	non-entailment	2	5
42	tom isn ' t very good at meat .	tom isn ' t very good at food .	 meat,  food	m	m	leq	MED	down	Tom isn't very good at x.	non-entailment	1	3
44	tom isn ' t very good at pasta .	tom isn ' t very good at weather .	 pasta,  weather	m	m	none	MED	down	Tom isn't very good at x.	non-entailment	2	5
0	tom isn ' t very good at food .	tom isn ' t very good at fruit .	 food,  fruit	m	m	geq	MED	down	Tom isn't very good at x.	entailment	2	1
1	tom isn ' t very good at seafood .	tom isn ' t very good at oysters .	 seafood,  oysters	m	p	geq	MED	down	Tom isn't very good at x.	entailment	1	1
3	tom isn ' t very good at food .	tom isn ' t very good at rap .	 food,  rap	m	m	none	MED	down	Tom isn't very good at x.	non-entailment	1	5
7	tom isn ' t very good at music .	tom isn ' t very good at rap .	 music,  rap	m	m	geq	MED	down	Tom isn't very good at x.	entailment	1	1
10	tom isn ' t very good at meat .	tom isn ' t very good at pork .	 meat,  pork	m	m	geq	MED	down	Tom isn't very good at x.	entailment	1	1
11	tom isn ' t very good at sugar .	tom isn ' t very good at brown sugar .	 sugar,  brown sugar	m	m	geq	MED	down	Tom isn't very good at x.	entailment	1	1
12	tom isn ' t very good at food .	tom isn ' t very good at mittens .	 food,  mittens	m	p	none	MED	down	Tom isn't very good at x.	non-entailment	1	5
13	tom isn ' t very good at clothes .	tom isn ' t very good at peaches .	 clothes,  peaches	p	p	none	MED	down	Tom isn't very good at x.	non-entailment	2	5
14	tom isn ' t very good at people .	tom isn ' t very good at women .	 people,  women	p	p	geq	MED	down	Tom isn't very good at x.	entailment	2	1
15	tom isn ' t very good at food .	tom isn ' t very good at hats .	 food,  hats	m	p	none	MED	down	Tom isn't very good at x.	non-entailment	1	5
17	tom isn ' t very good at pie .	tom isn ' t very good at apple pie .	 pie,  apple pie	m	m	geq	MED	down	Tom isn't very good at x.	entailment	1	1
20	tom isn ' t very good at weather .	tom isn ' t very good at snow .	 weather,  snow	m	m	geq	MED	down	Tom isn't very good at x.	entailment	1	1
25	tom isn ' t very good at things .	tom isn ' t very good at files .	 things,  files	p	p	geq	MED	down	Tom isn't very good at x.	entailment	2	1
26	tom isn ' t very good at clothes .	tom isn ' t very good at shoes .	 clothes,  shoes	p	p	geq	MED	down	Tom isn't very good at x.	entailment	1	1
28	tom isn ' t very good at weather .	tom isn ' t very good at rain .	 weather,  rain	m	m	geq	MED	down	Tom isn't very good at x.	entailment	1	1
29	tom isn ' t very good at food .	tom isn ' t very good at pasta .	 food,  pasta	m	m	geq	MED	down	Tom isn't very good at x.	entailment	2	1
30	tom isn ' t very good at fruit .	tom isn ' t very good at apples .	 fruit,  apples	m	p	geq	MED	down	Tom isn't very good at x.	entailment	2	1
35	tom isn ' t very good at music .	tom isn ' t very good at swing .	 music,  swing	m	m	geq	MED	down	Tom isn't very good at x.	entailment	1	1
36	tom isn ' t very good at students .	tom isn ' t very good at first - year students .	 students,  first-year students	p	p	geq	MED	down	Tom isn't very good at x.	entailment	2	1
39	tom isn ' t very good at fruit .	tom isn ' t very good at meat .	 fruit,  meat	m	m	none	MED	down	Tom isn't very good at x.	non-entailment	2	5
40	tom isn ' t very good at weather .	tom isn ' t very good at sleet .	 weather,  sleet	m	m	geq	MED	down	Tom isn't very good at x.	entailment	1	1
41	tom isn ' t very good at fruit .	tom isn ' t very good at sausages .	 fruit,  sausages	m	p	none	MED	down	Tom isn't very good at x.	non-entailment	2	5
42	tom isn ' t very good at food .	tom isn ' t very good at meat .	 food,  meat	m	m	geq	MED	down	Tom isn't very good at x.	entailment	2	1
44	tom isn ' t very good at weather .	tom isn ' t very good at pasta .	 weather,  pasta	m	m	none	MED	down	Tom isn't very good at x.	non-entailment	2	5
2	a man is standing in a field looking at a hospital in his hand .	a man is standing in a field looking at a building in his hand .	 hospital,  building	s	s	leq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	entailment	2	0
4	a man is standing in a field looking at a hound in his hand .	a man is standing in a field looking at a dog in his hand .	 hound,  dog	s	s	leq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	entailment	2	0
5	a man is standing in a field looking at a potato in his hand .	a man is standing in a field looking at a vegetable in his hand .	 potato,  vegetable	s	s	leq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	entailment	2	0
6	a man is standing in a field looking at a watermelon in his hand .	a man is standing in a field looking at a fruit in his hand .	 watermelon,  fruit	s	s	leq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	entailment	2	0
8	a man is standing in a field looking at a lass in his hand .	a man is standing in a field looking at a woman in his hand .	 lass,  woman	s	s	leq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	entailment	2	0
9	a man is standing in a field looking at a person in his hand .	a man is standing in a field looking at a man in his hand .	 person,  man	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	2	2
16	a man is standing in a field looking at a plant in his hand .	a man is standing in a field looking at a tree in his hand .	 plant,  tree	s	s	leq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	entailment	2	0
18	a man is standing in a field looking at a child in his hand .	a man is standing in a field looking at a person in his hand .	 child,  person	s	s	leq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	entailment	2	0
19	a man is standing in a field looking at a palace in his hand .	a man is standing in a field looking at a building in his hand .	 palace,  building	s	s	leq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	entailment	2	0
21	a man is standing in a field looking at a oak in his hand .	a man is standing in a field looking at a tree in his hand .	 oak,  tree	s	s	leq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	entailment	2	0
22	a man is standing in a field looking at a club in his hand .	a man is standing in a field looking at a building in his hand .	 club,  building	s	s	leq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	entailment	2	0
23	a man is standing in a field looking at a building in his hand .	a man is standing in a field looking at a vehicle in his hand .	 building,  vehicle	s	s	none	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	2	4
24	a man is standing in a field looking at a library in his hand .	a man is standing in a field looking at a building in his hand .	 library,  building	s	s	leq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	entailment	2	0
27	a man is standing in a field looking at a wife in his hand .	a man is standing in a field looking at a woman in his hand .	 wife,  woman	s	s	leq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	entailment	2	0
31	a man is standing in a field looking at a girl in his hand .	a man is standing in a field looking at a person in his hand .	 girl,  person	s	s	leq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	entailment	2	0
32	a man is standing in a field looking at a dog in his hand .	a man is standing in a field looking at a hound in his hand .	 dog,  hound	s	s	leq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	entailment	2	0
33	a man is standing in a field looking at a tomato in his hand .	a man is standing in a field looking at a vegetable in his hand .	 tomato,  vegetable	s	s	leq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	entailment	2	0
34	a man is standing in a field looking at a cherry tree in his hand .	a man is standing in a field looking at a tree in his hand .	 cherry tree,  tree	s	s	leq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	entailment	2	0
37	a man is standing in a field looking at a woman in his hand .	a man is standing in a field looking at a adult in his hand .	 woman,  adult	s	s	leq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	entailment	2	0
38	a man is standing in a field looking at a creature in his hand .	a man is standing in a field looking at a vehicle in his hand .	 creature,  vehicle	s	s	none	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	2	4
43	a man is standing in a field looking at a court in his hand .	a man is standing in a field looking at a building in his hand .	 court,  building	s	s	leq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	entailment	2	0
2	a man is standing in a field looking at a building in his hand .	a man is standing in a field looking at a hospital in his hand .	 building,  hospital	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	2	2
4	a man is standing in a field looking at a dog in his hand .	a man is standing in a field looking at a hound in his hand .	 dog,  hound	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	2	2
5	a man is standing in a field looking at a vegetable in his hand .	a man is standing in a field looking at a potato in his hand .	 vegetable,  potato	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	2	2
6	a man is standing in a field looking at a fruit in his hand .	a man is standing in a field looking at a watermelon in his hand .	 fruit,  watermelon	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	2	2
8	a man is standing in a field looking at a woman in his hand .	a man is standing in a field looking at a lass in his hand .	 woman,  lass	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	2	2
9	a man is standing in a field looking at a man in his hand .	a man is standing in a field looking at a person in his hand .	 man,  person	s	s	leq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	entailment	2	0
16	a man is standing in a field looking at a tree in his hand .	a man is standing in a field looking at a plant in his hand .	 tree,  plant	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	2	2
18	a man is standing in a field looking at a person in his hand .	a man is standing in a field looking at a child in his hand .	 person,  child	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	2	2
19	a man is standing in a field looking at a building in his hand .	a man is standing in a field looking at a palace in his hand .	 building,  palace	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	2	2
21	a man is standing in a field looking at a tree in his hand .	a man is standing in a field looking at a oak in his hand .	 tree,  oak	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	2	2
22	a man is standing in a field looking at a building in his hand .	a man is standing in a field looking at a club in his hand .	 building,  club	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	2	2
23	a man is standing in a field looking at a vehicle in his hand .	a man is standing in a field looking at a building in his hand .	 vehicle,  building	s	s	none	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	2	4
24	a man is standing in a field looking at a building in his hand .	a man is standing in a field looking at a library in his hand .	 building,  library	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	2	2
27	a man is standing in a field looking at a woman in his hand .	a man is standing in a field looking at a wife in his hand .	 woman,  wife	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	2	2
31	a man is standing in a field looking at a person in his hand .	a man is standing in a field looking at a girl in his hand .	 person,  girl	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	2	2
32	a man is standing in a field looking at a hound in his hand .	a man is standing in a field looking at a dog in his hand .	 hound,  dog	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	2	2
33	a man is standing in a field looking at a vegetable in his hand .	a man is standing in a field looking at a tomato in his hand .	 vegetable,  tomato	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	2	2
34	a man is standing in a field looking at a tree in his hand .	a man is standing in a field looking at a cherry tree in his hand .	 tree,  cherry tree	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	2	2
37	a man is standing in a field looking at a adult in his hand .	a man is standing in a field looking at a woman in his hand .	 adult,  woman	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	2	2
38	a man is standing in a field looking at a vehicle in his hand .	a man is standing in a field looking at a creature in his hand .	 vehicle,  creature	s	s	none	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	2	4
43	a man is standing in a field looking at a building in his hand .	a man is standing in a field looking at a court in his hand .	 building,  court	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	2	2
2	a man in a gray collared shirt working on a hospital	a man in a gray collared shirt working on a building	 hospital,  building	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	2	0
4	a man in a gray collared shirt working on a hound	a man in a gray collared shirt working on a dog	 hound,  dog	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	2	0
5	a man in a gray collared shirt working on a potato	a man in a gray collared shirt working on a vegetable	 potato,  vegetable	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	2	0
6	a man in a gray collared shirt working on a watermelon	a man in a gray collared shirt working on a fruit	 watermelon,  fruit	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	2	0
8	a man in a gray collared shirt working on a lass	a man in a gray collared shirt working on a woman	 lass,  woman	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	1	0
9	a man in a gray collared shirt working on a person	a man in a gray collared shirt working on a man	 person,  man	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	1	2
16	a man in a gray collared shirt working on a plant	a man in a gray collared shirt working on a tree	 plant,  tree	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	2	0
18	a man in a gray collared shirt working on a child	a man in a gray collared shirt working on a person	 child,  person	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	1	0
19	a man in a gray collared shirt working on a palace	a man in a gray collared shirt working on a building	 palace,  building	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	2	0
21	a man in a gray collared shirt working on a oak	a man in a gray collared shirt working on a tree	 oak,  tree	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	2	0
22	a man in a gray collared shirt working on a club	a man in a gray collared shirt working on a building	 club,  building	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	1	0
23	a man in a gray collared shirt working on a building	a man in a gray collared shirt working on a vehicle	 building,  vehicle	s	s	none	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	2	4
24	a man in a gray collared shirt working on a library	a man in a gray collared shirt working on a building	 library,  building	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	2	0
27	a man in a gray collared shirt working on a wife	a man in a gray collared shirt working on a woman	 wife,  woman	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	1	0
31	a man in a gray collared shirt working on a girl	a man in a gray collared shirt working on a person	 girl,  person	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	1	0
32	a man in a gray collared shirt working on a dog	a man in a gray collared shirt working on a hound	 dog,  hound	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	2	0
33	a man in a gray collared shirt working on a tomato	a man in a gray collared shirt working on a vegetable	 tomato,  vegetable	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	2	0
34	a man in a gray collared shirt working on a cherry tree	a man in a gray collared shirt working on a tree	 cherry tree,  tree	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	1	0
37	a man in a gray collared shirt working on a woman	a man in a gray collared shirt working on a adult	 woman,  adult	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	1	0
38	a man in a gray collared shirt working on a creature	a man in a gray collared shirt working on a vehicle	 creature,  vehicle	s	s	none	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	2	4
43	a man in a gray collared shirt working on a court	a man in a gray collared shirt working on a building	 court,  building	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	2	0
2	a man in a gray collared shirt working on a building	a man in a gray collared shirt working on a hospital	 building,  hospital	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	2	2
4	a man in a gray collared shirt working on a dog	a man in a gray collared shirt working on a hound	 dog,  hound	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	2	2
5	a man in a gray collared shirt working on a vegetable	a man in a gray collared shirt working on a potato	 vegetable,  potato	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	2	2
6	a man in a gray collared shirt working on a fruit	a man in a gray collared shirt working on a watermelon	 fruit,  watermelon	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	2	2
8	a man in a gray collared shirt working on a woman	a man in a gray collared shirt working on a lass	 woman,  lass	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	1	2
9	a man in a gray collared shirt working on a man	a man in a gray collared shirt working on a person	 man,  person	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	1	0
16	a man in a gray collared shirt working on a tree	a man in a gray collared shirt working on a plant	 tree,  plant	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	2	2
18	a man in a gray collared shirt working on a person	a man in a gray collared shirt working on a child	 person,  child	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	2	2
19	a man in a gray collared shirt working on a building	a man in a gray collared shirt working on a palace	 building,  palace	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	2	2
21	a man in a gray collared shirt working on a tree	a man in a gray collared shirt working on a oak	 tree,  oak	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	2	2
22	a man in a gray collared shirt working on a building	a man in a gray collared shirt working on a club	 building,  club	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	2	2
23	a man in a gray collared shirt working on a vehicle	a man in a gray collared shirt working on a building	 vehicle,  building	s	s	none	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	2	4
24	a man in a gray collared shirt working on a building	a man in a gray collared shirt working on a library	 building,  library	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	2	2
27	a man in a gray collared shirt working on a woman	a man in a gray collared shirt working on a wife	 woman,  wife	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	1	2
31	a man in a gray collared shirt working on a person	a man in a gray collared shirt working on a girl	 person,  girl	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	1	2
