	premise	hypothesis	insertion_pair	X_grammar	Y_grammar	insertion_rel	source	context_monotonicity	context	gold_label	model_predictions	composite
24	A man is standing in a field looking at a library in his hand.	A man is standing in a field looking at a building in his hand.	 library,  building	s	s	leq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	entailment	1	0
27	A man is standing in a field looking at a wife in his hand.	A man is standing in a field looking at a woman in his hand.	 wife,  woman	s	s	leq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	entailment	1	0
31	A man is standing in a field looking at a girl in his hand.	A man is standing in a field looking at a person in his hand.	 girl,  person	s	s	leq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	entailment	1	0
32	A man is standing in a field looking at a dog in his hand.	A man is standing in a field looking at a hound in his hand.	 dog,  hound	s	s	leq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	entailment	0	0
33	A man is standing in a field looking at a tomato in his hand.	A man is standing in a field looking at a vegetable in his hand.	 tomato,  vegetable	s	s	leq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	entailment	1	0
34	A man is standing in a field looking at a cherry tree in his hand.	A man is standing in a field looking at a tree in his hand.	 cherry tree,  tree	s	s	leq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	entailment	1	0
37	A man is standing in a field looking at a woman in his hand.	A man is standing in a field looking at a adult in his hand.	 woman,  adult	s	s	leq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	entailment	1	0
38	A man is standing in a field looking at a creature in his hand.	A man is standing in a field looking at a vehicle in his hand.	 creature,  vehicle	s	s	none	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	0	4
43	A man is standing in a field looking at a court in his hand.	A man is standing in a field looking at a building in his hand.	 court,  building	s	s	leq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	entailment	1	0
2	A man is standing in a field looking at a building in his hand.	A man is standing in a field looking at a hospital in his hand.	 building,  hospital	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	0	2
4	A man is standing in a field looking at a dog in his hand.	A man is standing in a field looking at a hound in his hand.	 dog,  hound	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	0	2
5	A man is standing in a field looking at a vegetable in his hand.	A man is standing in a field looking at a potato in his hand.	 vegetable,  potato	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	0	2
6	A man is standing in a field looking at a fruit in his hand.	A man is standing in a field looking at a watermelon in his hand.	 fruit,  watermelon	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	0	2
8	A man is standing in a field looking at a woman in his hand.	A man is standing in a field looking at a lass in his hand.	 woman,  lass	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	0	2
9	A man is standing in a field looking at a man in his hand.	A man is standing in a field looking at a person in his hand.	 man,  person	s	s	leq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	entailment	1	0
16	A man is standing in a field looking at a tree in his hand.	A man is standing in a field looking at a plant in his hand.	 tree,  plant	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	1	2
18	A man is standing in a field looking at a person in his hand.	A man is standing in a field looking at a child in his hand.	 person,  child	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	0	2
19	A man is standing in a field looking at a building in his hand.	A man is standing in a field looking at a palace in his hand.	 building,  palace	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	0	2
21	A man is standing in a field looking at a tree in his hand.	A man is standing in a field looking at a oak in his hand.	 tree,  oak	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	0	2
22	A man is standing in a field looking at a building in his hand.	A man is standing in a field looking at a club in his hand.	 building,  club	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	0	2
23	A man is standing in a field looking at a vehicle in his hand.	A man is standing in a field looking at a building in his hand.	 vehicle,  building	s	s	none	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	1	4
24	A man is standing in a field looking at a building in his hand.	A man is standing in a field looking at a library in his hand.	 building,  library	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	0	2
27	A man is standing in a field looking at a woman in his hand.	A man is standing in a field looking at a wife in his hand.	 woman,  wife	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	0	2
31	A man is standing in a field looking at a person in his hand.	A man is standing in a field looking at a girl in his hand.	 person,  girl	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	0	2
32	A man is standing in a field looking at a hound in his hand.	A man is standing in a field looking at a dog in his hand.	 hound,  dog	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	1	2
33	A man is standing in a field looking at a vegetable in his hand.	A man is standing in a field looking at a tomato in his hand.	 vegetable,  tomato	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	0	2
34	A man is standing in a field looking at a tree in his hand.	A man is standing in a field looking at a cherry tree in his hand.	 tree,  cherry tree	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	0	2
37	A man is standing in a field looking at a adult in his hand.	A man is standing in a field looking at a woman in his hand.	 adult,  woman	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	0	2
38	A man is standing in a field looking at a vehicle in his hand.	A man is standing in a field looking at a creature in his hand.	 vehicle,  creature	s	s	none	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	1	4
43	A man is standing in a field looking at a building in his hand.	A man is standing in a field looking at a court in his hand.	 building,  court	s	s	geq	help-test-contexts	up	A man is standing in a field looking at a x in his hand.	non-entailment	0	2
2	A man in a gray collared shirt working on a hospital	A man in a gray collared shirt working on a building	 hospital,  building	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	1	0
4	A man in a gray collared shirt working on a hound	A man in a gray collared shirt working on a dog	 hound,  dog	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	1	0
5	A man in a gray collared shirt working on a potato	A man in a gray collared shirt working on a vegetable	 potato,  vegetable	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	1	0
6	A man in a gray collared shirt working on a watermelon	A man in a gray collared shirt working on a fruit	 watermelon,  fruit	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	1	0
8	A man in a gray collared shirt working on a lass	A man in a gray collared shirt working on a woman	 lass,  woman	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	1	0
9	A man in a gray collared shirt working on a person	A man in a gray collared shirt working on a man	 person,  man	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	0	2
16	A man in a gray collared shirt working on a plant	A man in a gray collared shirt working on a tree	 plant,  tree	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	0	0
18	A man in a gray collared shirt working on a child	A man in a gray collared shirt working on a person	 child,  person	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	1	0
19	A man in a gray collared shirt working on a palace	A man in a gray collared shirt working on a building	 palace,  building	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	1	0
21	A man in a gray collared shirt working on a oak	A man in a gray collared shirt working on a tree	 oak,  tree	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	1	0
22	A man in a gray collared shirt working on a club	A man in a gray collared shirt working on a building	 club,  building	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	1	0
23	A man in a gray collared shirt working on a building	A man in a gray collared shirt working on a vehicle	 building,  vehicle	s	s	none	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	1	4
24	A man in a gray collared shirt working on a library	A man in a gray collared shirt working on a building	 library,  building	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	1	0
27	A man in a gray collared shirt working on a wife	A man in a gray collared shirt working on a woman	 wife,  woman	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	1	0
31	A man in a gray collared shirt working on a girl	A man in a gray collared shirt working on a person	 girl,  person	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	1	0
32	A man in a gray collared shirt working on a dog	A man in a gray collared shirt working on a hound	 dog,  hound	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	0	0
33	A man in a gray collared shirt working on a tomato	A man in a gray collared shirt working on a vegetable	 tomato,  vegetable	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	1	0
34	A man in a gray collared shirt working on a cherry tree	A man in a gray collared shirt working on a tree	 cherry tree,  tree	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	1	0
37	A man in a gray collared shirt working on a woman	A man in a gray collared shirt working on a adult	 woman,  adult	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	1	0
38	A man in a gray collared shirt working on a creature	A man in a gray collared shirt working on a vehicle	 creature,  vehicle	s	s	none	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	0	4
43	A man in a gray collared shirt working on a court	A man in a gray collared shirt working on a building	 court,  building	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	1	0
2	A man in a gray collared shirt working on a building	A man in a gray collared shirt working on a hospital	 building,  hospital	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	0	2
4	A man in a gray collared shirt working on a dog	A man in a gray collared shirt working on a hound	 dog,  hound	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	0	2
5	A man in a gray collared shirt working on a vegetable	A man in a gray collared shirt working on a potato	 vegetable,  potato	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	0	2
6	A man in a gray collared shirt working on a fruit	A man in a gray collared shirt working on a watermelon	 fruit,  watermelon	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	0	2
8	A man in a gray collared shirt working on a woman	A man in a gray collared shirt working on a lass	 woman,  lass	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	0	2
9	A man in a gray collared shirt working on a man	A man in a gray collared shirt working on a person	 man,  person	s	s	leq	help-test-contexts	up	A man in a gray collared shirt working on a x	entailment	1	0
16	A man in a gray collared shirt working on a tree	A man in a gray collared shirt working on a plant	 tree,  plant	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	1	2
18	A man in a gray collared shirt working on a person	A man in a gray collared shirt working on a child	 person,  child	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	0	2
19	A man in a gray collared shirt working on a building	A man in a gray collared shirt working on a palace	 building,  palace	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	0	2
21	A man in a gray collared shirt working on a tree	A man in a gray collared shirt working on a oak	 tree,  oak	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	0	2
22	A man in a gray collared shirt working on a building	A man in a gray collared shirt working on a club	 building,  club	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	0	2
23	A man in a gray collared shirt working on a vehicle	A man in a gray collared shirt working on a building	 vehicle,  building	s	s	none	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	0	4
24	A man in a gray collared shirt working on a building	A man in a gray collared shirt working on a library	 building,  library	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	0	2
27	A man in a gray collared shirt working on a woman	A man in a gray collared shirt working on a wife	 woman,  wife	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	0	2
31	A man in a gray collared shirt working on a person	A man in a gray collared shirt working on a girl	 person,  girl	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	0	2
32	A man in a gray collared shirt working on a hound	A man in a gray collared shirt working on a dog	 hound,  dog	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	1	2
33	A man in a gray collared shirt working on a vegetable	A man in a gray collared shirt working on a tomato	 vegetable,  tomato	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	0	2
34	A man in a gray collared shirt working on a tree	A man in a gray collared shirt working on a cherry tree	 tree,  cherry tree	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	0	2
37	A man in a gray collared shirt working on a adult	A man in a gray collared shirt working on a woman	 adult,  woman	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	0	2
38	A man in a gray collared shirt working on a vehicle	A man in a gray collared shirt working on a creature	 vehicle,  creature	s	s	none	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	1	4
43	A man in a gray collared shirt working on a building	A man in a gray collared shirt working on a court	 building,  court	s	s	geq	help-test-contexts	up	A man in a gray collared shirt working on a x	non-entailment	0	2
0	Dawn breaks , which is no fruit .	Dawn breaks , which is no food .	 fruit,  food	m	m	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	0	3
2	Dawn breaks , which is no hospital .	Dawn breaks , which is no building .	 hospital,  building	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	0	3
3	Dawn breaks , which is no rap .	Dawn breaks , which is no food .	 rap,  food	m	m	none	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	0	5
4	Dawn breaks , which is no hound .	Dawn breaks , which is no dog .	 hound,  dog	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	0	3
5	Dawn breaks , which is no potato .	Dawn breaks , which is no vegetable .	 potato,  vegetable	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	0	3
6	Dawn breaks , which is no watermelon .	Dawn breaks , which is no fruit .	 watermelon,  fruit	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	0	3
7	Dawn breaks , which is no rap .	Dawn breaks , which is no music .	 rap,  music	m	m	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	0	3
8	Dawn breaks , which is no lass .	Dawn breaks , which is no woman .	 lass,  woman	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	0	3
9	Dawn breaks , which is no person .	Dawn breaks , which is no man .	 person,  man	s	s	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
10	Dawn breaks , which is no pork .	Dawn breaks , which is no meat .	 pork,  meat	m	m	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	0	3
11	Dawn breaks , which is no brown sugar .	Dawn breaks , which is no sugar .	 brown sugar,  sugar	m	m	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	0	3
16	Dawn breaks , which is no plant .	Dawn breaks , which is no tree .	 plant,  tree	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	3
17	Dawn breaks , which is no apple pie .	Dawn breaks , which is no pie .	 apple pie,  pie	m	m	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	0	3
18	Dawn breaks , which is no child .	Dawn breaks , which is no person .	 child,  person	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	0	3
19	Dawn breaks , which is no palace .	Dawn breaks , which is no building .	 palace,  building	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	0	3
20	Dawn breaks , which is no snow .	Dawn breaks , which is no weather .	 snow,  weather	m	m	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	0	3
21	Dawn breaks , which is no oak .	Dawn breaks , which is no tree .	 oak,  tree	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	0	3
22	Dawn breaks , which is no club .	Dawn breaks , which is no building .	 club,  building	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	0	3
23	Dawn breaks , which is no building .	Dawn breaks , which is no vehicle .	 building,  vehicle	s	s	none	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	0	5
24	Dawn breaks , which is no library .	Dawn breaks , which is no building .	 library,  building	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	0	3
27	Dawn breaks , which is no wife .	Dawn breaks , which is no woman .	 wife,  woman	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	0	3
28	Dawn breaks , which is no rain .	Dawn breaks , which is no weather .	 rain,  weather	m	m	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	0	3
29	Dawn breaks , which is no pasta .	Dawn breaks , which is no food .	 pasta,  food	m	m	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	0	3
31	Dawn breaks , which is no girl .	Dawn breaks , which is no person .	 girl,  person	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	0	3
32	Dawn breaks , which is no dog .	Dawn breaks , which is no hound .	 dog,  hound	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	3
33	Dawn breaks , which is no tomato .	Dawn breaks , which is no vegetable .	 tomato,  vegetable	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	0	3
34	Dawn breaks , which is no cherry tree .	Dawn breaks , which is no tree .	 cherry tree,  tree	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	0	3
35	Dawn breaks , which is no swing .	Dawn breaks , which is no music .	 swing,  music	m	m	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	0	3
37	Dawn breaks , which is no woman .	Dawn breaks , which is no adult .	 woman,  adult	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	0	3
38	Dawn breaks , which is no creature .	Dawn breaks , which is no vehicle .	 creature,  vehicle	s	s	none	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	5
39	Dawn breaks , which is no meat .	Dawn breaks , which is no fruit .	 meat,  fruit	m	m	none	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	5
40	Dawn breaks , which is no sleet .	Dawn breaks , which is no weather .	 sleet,  weather	m	m	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	0	3
42	Dawn breaks , which is no meat .	Dawn breaks , which is no food .	 meat,  food	m	m	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	0	3
43	Dawn breaks , which is no court .	Dawn breaks , which is no building .	 court,  building	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	0	3
44	Dawn breaks , which is no pasta .	Dawn breaks , which is no weather .	 pasta,  weather	m	m	none	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	0	5
0	Dawn breaks , which is no food .	Dawn breaks , which is no fruit .	 food,  fruit	m	m	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
2	Dawn breaks , which is no building .	Dawn breaks , which is no hospital .	 building,  hospital	s	s	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
3	Dawn breaks , which is no food .	Dawn breaks , which is no rap .	 food,  rap	m	m	none	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	5
4	Dawn breaks , which is no dog .	Dawn breaks , which is no hound .	 dog,  hound	s	s	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
5	Dawn breaks , which is no vegetable .	Dawn breaks , which is no potato .	 vegetable,  potato	s	s	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
6	Dawn breaks , which is no fruit .	Dawn breaks , which is no watermelon .	 fruit,  watermelon	s	s	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
7	Dawn breaks , which is no music .	Dawn breaks , which is no rap .	 music,  rap	m	m	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
8	Dawn breaks , which is no woman .	Dawn breaks , which is no lass .	 woman,  lass	s	s	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
9	Dawn breaks , which is no man .	Dawn breaks , which is no person .	 man,  person	s	s	leq	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	0	3
10	Dawn breaks , which is no meat .	Dawn breaks , which is no pork .	 meat,  pork	m	m	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
11	Dawn breaks , which is no sugar .	Dawn breaks , which is no brown sugar .	 sugar,  brown sugar	m	m	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
16	Dawn breaks , which is no tree .	Dawn breaks , which is no plant .	 tree,  plant	s	s	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	0	1
17	Dawn breaks , which is no pie .	Dawn breaks , which is no apple pie .	 pie,  apple pie	m	m	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
18	Dawn breaks , which is no person .	Dawn breaks , which is no child .	 person,  child	s	s	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
19	Dawn breaks , which is no building .	Dawn breaks , which is no palace .	 building,  palace	s	s	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
20	Dawn breaks , which is no weather .	Dawn breaks , which is no snow .	 weather,  snow	m	m	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
21	Dawn breaks , which is no tree .	Dawn breaks , which is no oak .	 tree,  oak	s	s	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
22	Dawn breaks , which is no building .	Dawn breaks , which is no club .	 building,  club	s	s	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
23	Dawn breaks , which is no vehicle .	Dawn breaks , which is no building .	 vehicle,  building	s	s	none	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	5
24	Dawn breaks , which is no building .	Dawn breaks , which is no library .	 building,  library	s	s	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
27	Dawn breaks , which is no woman .	Dawn breaks , which is no wife .	 woman,  wife	s	s	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
28	Dawn breaks , which is no weather .	Dawn breaks , which is no rain .	 weather,  rain	m	m	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
29	Dawn breaks , which is no food .	Dawn breaks , which is no pasta .	 food,  pasta	m	m	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
31	Dawn breaks , which is no person .	Dawn breaks , which is no girl .	 person,  girl	s	s	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
32	Dawn breaks , which is no hound .	Dawn breaks , which is no dog .	 hound,  dog	s	s	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	0	1
33	Dawn breaks , which is no vegetable .	Dawn breaks , which is no tomato .	 vegetable,  tomato	s	s	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
34	Dawn breaks , which is no tree .	Dawn breaks , which is no cherry tree .	 tree,  cherry tree	s	s	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
35	Dawn breaks , which is no music .	Dawn breaks , which is no swing .	 music,  swing	m	m	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
37	Dawn breaks , which is no adult .	Dawn breaks , which is no woman .	 adult,  woman	s	s	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
38	Dawn breaks , which is no vehicle .	Dawn breaks , which is no creature .	 vehicle,  creature	s	s	none	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	0	5
39	Dawn breaks , which is no fruit .	Dawn breaks , which is no meat .	 fruit,  meat	m	m	none	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	0	5
40	Dawn breaks , which is no weather .	Dawn breaks , which is no sleet .	 weather,  sleet	m	m	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
42	Dawn breaks , which is no food .	Dawn breaks , which is no meat .	 food,  meat	m	m	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
43	Dawn breaks , which is no building .	Dawn breaks , which is no court .	 building,  court	s	s	geq	help-test-contexts	down	Dawn breaks , which is no x .	entailment	1	1
44	Dawn breaks , which is no weather .	Dawn breaks , which is no pasta .	 weather,  pasta	m	m	none	help-test-contexts	down	Dawn breaks , which is no x .	non-entailment	1	5
0	Some animals, such as lions, eat fruit.	Some animals, such as lions, eat food.	 fruit,  food	m	m	leq	MED	up	Some animals, such as lions, eat x.	entailment	1	0
1	Some animals, such as lions, eat oysters.	Some animals, such as lions, eat seafood.	 oysters,  seafood	p	m	leq	MED	up	Some animals, such as lions, eat x.	entailment	1	0
3	Some animals, such as lions, eat rap.	Some animals, such as lions, eat food.	 rap,  food	m	m	none	MED	up	Some animals, such as lions, eat x.	non-entailment	1	4
7	Some animals, such as lions, eat rap.	Some animals, such as lions, eat music.	 rap,  music	m	m	leq	MED	up	Some animals, such as lions, eat x.	entailment	1	0
10	Some animals, such as lions, eat pork.	Some animals, such as lions, eat meat.	 pork,  meat	m	m	leq	MED	up	Some animals, such as lions, eat x.	entailment	1	0
11	Some animals, such as lions, eat brown sugar.	Some animals, such as lions, eat sugar.	 brown sugar,  sugar	m	m	leq	MED	up	Some animals, such as lions, eat x.	entailment	1	0
12	Some animals, such as lions, eat mittens.	Some animals, such as lions, eat food.	 mittens,  food	p	m	none	MED	up	Some animals, such as lions, eat x.	non-entailment	1	4
13	Some animals, such as lions, eat peaches.	Some animals, such as lions, eat clothes.	 peaches,  clothes	p	p	none	MED	up	Some animals, such as lions, eat x.	non-entailment	1	4
14	Some animals, such as lions, eat women.	Some animals, such as lions, eat people.	 women,  people	p	p	leq	MED	up	Some animals, such as lions, eat x.	entailment	1	0
15	Some animals, such as lions, eat hats.	Some animals, such as lions, eat food.	 hats,  food	p	m	none	MED	up	Some animals, such as lions, eat x.	non-entailment	1	4
17	Some animals, such as lions, eat apple pie.	Some animals, such as lions, eat pie.	 apple pie,  pie	m	m	leq	MED	up	Some animals, such as lions, eat x.	entailment	1	0
20	Some animals, such as lions, eat snow.	Some animals, such as lions, eat weather.	 snow,  weather	m	m	leq	MED	up	Some animals, such as lions, eat x.	entailment	1	0
25	Some animals, such as lions, eat files.	Some animals, such as lions, eat things.	 files,  things	p	p	leq	MED	up	Some animals, such as lions, eat x.	entailment	1	0
26	Some animals, such as lions, eat shoes.	Some animals, such as lions, eat clothes.	 shoes,  clothes	p	p	leq	MED	up	Some animals, such as lions, eat x.	entailment	1	0
28	Some animals, such as lions, eat rain.	Some animals, such as lions, eat weather.	 rain,  weather	m	m	leq	MED	up	Some animals, such as lions, eat x.	entailment	1	0
29	Some animals, such as lions, eat pasta.	Some animals, such as lions, eat food.	 pasta,  food	m	m	leq	MED	up	Some animals, such as lions, eat x.	entailment	1	0
30	Some animals, such as lions, eat apples.	Some animals, such as lions, eat fruit.	 apples,  fruit	p	m	leq	MED	up	Some animals, such as lions, eat x.	entailment	1	0
35	Some animals, such as lions, eat swing.	Some animals, such as lions, eat music.	 swing,  music	m	m	leq	MED	up	Some animals, such as lions, eat x.	entailment	1	0
36	Some animals, such as lions, eat first-year students.	Some animals, such as lions, eat students.	 first-year students,  students	p	p	leq	MED	up	Some animals, such as lions, eat x.	entailment	1	0
39	Some animals, such as lions, eat meat.	Some animals, such as lions, eat fruit.	 meat,  fruit	m	m	none	MED	up	Some animals, such as lions, eat x.	non-entailment	0	4
40	Some animals, such as lions, eat sleet.	Some animals, such as lions, eat weather.	 sleet,  weather	m	m	leq	MED	up	Some animals, such as lions, eat x.	entailment	1	0
41	Some animals, such as lions, eat sausages.	Some animals, such as lions, eat fruit.	 sausages,  fruit	p	m	none	MED	up	Some animals, such as lions, eat x.	non-entailment	0	4
42	Some animals, such as lions, eat meat.	Some animals, such as lions, eat food.	 meat,  food	m	m	leq	MED	up	Some animals, such as lions, eat x.	entailment	1	0
